TAESD32,AESD32,TAESD64,AESD64,TAESE32,AESE32,TAESE64,AESE64,TCRC32,CRC32,TCRC64,CRC64,TDIJK32,DIJK32,TDIJK64,DIJK64,TFFT32,FFT32,TFFT64,FFT64,TQSORT32,QSORT32,TQSORT64,QSORT64,TSSEARCH32,SSEARCH32,TSSEARCH64,SSEARCH64,TMXM32,MXM32,TMXM64,MXM64,TSUSANC32,SUSANC32,TSUSANC64,SUSANC64,TSUSANE32,SUSANE32,TSUSANE64,SUSANE64,TSUSANS32,SUSANS32,TSUSANS64,SUSANS64
9513000024,0.55556,7817534361,0.37303,9366184500,0.52425,4390681836,0.36994,8715644997,0.28656,11460789828,0.23383,19536553116,0.61184,14997958545,0.3645,12350541279,0.48032,12895660842,0.29902,14712383034,0.72399,6197048859,0.3015,1253887770,0.58337,1122338697,0.24159,9803790444,0.55683,8859855342,0.24321,299823450,0.60554,307202679,0.43956,696824868,0.6907,679665618,0.57125,6694011300,0.69088,6193200678,0.57573
9513956934,0.55557,7819973730,0.37297,9367396000,0.52427,4391458386,0.36992,8717510721,0.28655,11461060368,0.23387,19539777051,0.61189,15003698502,0.36445,12354195573,0.4803,12897417348,0.29905,14719257255,0.72379,6198032322,0.30149,1254238470,0.58328,1122414849,0.2416,9806035425,0.55676,8860170972,0.24323,299878560,0.60549,307204182,0.43963,696872463,0.69078,679678143,0.57134,6694094466,0.69098,6193354986,0.57581
9514074669,0.5557,7820029842,0.37303,9368688000,0.52432,4392930825,0.36988,8718922038,0.28653,11464037811,0.23386,19543013511,0.61192,15007637364,0.36443,12360201060,0.48018,12898008027,0.29907,14722951629,0.72374,6198104466,0.30151,1254361716,0.58333,1122570159,0.24163,9807286422,0.55675,8863240599,0.24317,300016335,0.60529,307269312,0.43962,696907032,0.69085,679921629,0.57123,6698454168,0.69077,6193576428,0.57587
9514917351,0.5558,7822913097,0.373,9370034000,0.52432,4392997959,0.36996,8719775742,0.28656,11465066865,0.23389,19547268504,0.61191,15015461982,0.36433,12361088331,0.48026,12898286082,0.2991,14725686588,0.72367,6200587422,0.30142,1254378249,0.58346,1122596712,0.24166,9808342530,0.5568,8865162936,0.24319,300031365,0.60536,307305885,0.43967,696914547,0.69091,679985256,0.57127,6699602961,0.69074,6193657089,0.57597
9516444399,0.5558,7831446129,0.37268,9371282500,0.52439,4394918793,0.36985,8721201588,0.28656,11469566346,0.23385,19548576615,0.61198,15019318680,0.3643,12362736621,0.48035,12898965939,0.29912,14727207123,0.72377,6205917561,0.30123,1254434361,0.58356,1122672363,0.2417,9815193204,0.55654,8865329769,0.24321,300038880,0.60544,307308390,0.43973,696948615,0.69098,680016819,0.57137,6700148550,0.69078,6194224722,0.57602
9516704418,0.55588,7831477692,0.37273,9371577000,0.52446,4395243942,0.36988,8723033745,0.28657,11470215141,0.23389,19552981407,0.61201,15026391798,0.36423,12366471576,0.48029,12899429364,0.29914,14728621446,0.72386,6206908539,0.3012,1254540072,0.58358,1122804627,0.24171,9816012339,0.55664,8865883875,0.24323,300139581,0.60536,307332939,0.43976,696955629,0.69106,680040366,0.57141,6701889525,0.69073,6194732736,0.57608
9519683865,0.55583,7831500738,0.37279,9371736500,0.52457,4395726906,0.36988,8723520216,0.28661,11470794297,0.23392,19555661256,0.61202,15029468439,0.36421,12369419460,0.48031,12900357216,0.29918,14736746664,0.72361,6208140999,0.30118,1255393776,0.58326,1122873765,0.24173,9824422125,0.55626,8866546197,0.24324,300189180,0.60539,307370514,0.43975,696973164,0.6911,680164614,0.57141,6702106458,0.69085,6196143552,0.57603
9520618731,0.55592,7834972167,0.37268,9374367000,0.52459,4395729912,0.36996,8724780231,0.28659,11475116925,0.23386,19561220352,0.61193,15031531557,0.36423,12374613828,0.4802,12902279052,0.29919,14737982631,0.72367,6208530276,0.3012,1255419327,0.58331,1122998514,0.24175,9825950175,0.55632,8866809222,0.24329,300207216,0.60547,307392057,0.43979,697195107,0.691,680198181,0.57149,6702473691,0.69091,6197005773,0.57607
9526865199,0.55565,7836681078,0.37265,9376071000,0.52454,4395747447,0.37003,8724930030,0.2866,11477144973,0.23387,19562340588,0.612,15033773031,0.36426,12374750601,0.48031,12902654802,0.29923,14738480625,0.72378,6209915040,0.30117,1255457904,0.58342,1123188894,0.24177,9825995265,0.5564,8866849803,0.24333,300264330,0.60541,307524822,0.43968,697278774,0.69102,680204193,0.57156,6702810864,0.6911,6197738736,0.5761
9527720907,0.55573,7837686585,0.37265,9376525000,0.52462,4396015983,0.37009,8725285239,0.28666,11479297770,0.23385,19562969844,0.61219,15037860690,0.36422,12376110816,0.48033,12903264018,0.29925,14740481619,0.72381,6210537783,0.30117,1255539066,0.58352,1123466448,0.24177,9828416097,0.55639,8870444478,0.24328,300307917,0.60542,307529832,0.43975,697526268,0.69087,680423130,0.57147,6703506753,0.69117,6199055364,0.57608
9534646230,0.55542,7838139990,0.37269,9379515500,0.52452,4397009967,0.37006,8727068298,0.28666,11482971603,0.23381,19564128657,0.61226,15043248444,0.36417,12378199986,0.48036,12903504498,0.29928,14745820776,0.72369,6210546300,0.30118,1255668324,0.5836,1123519554,0.24181,9832935117,0.55626,8871494073,0.24329,300364029,0.60541,307569411,0.43973,697700616,0.6908,680484252,0.57149,6705293820,0.69106,6199592436,0.5762
9536571072,0.55543,7841125950,0.37263,9383114000,0.52443,4397291028,0.3701,8727653466,0.28674,11486481609,0.23378,19567367622,0.61224,15044238420,0.36423,12379235052,0.48044,12905182848,0.29928,14749158939,0.72365,6211239684,0.3012,1255913313,0.58352,1123565646,0.24183,9834274791,0.55629,8874159894,0.24327,300442185,0.60535,307658589,0.43967,697913040,0.69071,680488260,0.57156,6707824371,0.69089,6200069889,0.57627
9537779484,0.55547,7842099393,0.37267,9384537500,0.52445,4397782008,0.37013,8728049757,0.28681,11486511669,0.2338,19573150665,0.61215,15044794530,0.3643,12382891851,0.48041,12907402779,0.29931,14751650412,0.72369,6211472649,0.30123,1256399784,0.58341,1123697409,0.24184,9835059858,0.55631,8875800669,0.24326,300486273,0.60537,307764801,0.43959,697913040,0.6908,680567418,0.57156,6708209139,0.69096,6200842932,0.5763
9537885195,0.55551,7844332350,0.37266,9388197500,0.52434,4399201341,0.37009,8730872391,0.2868,11487705051,0.23379,19573970301,0.61224,15044931804,0.36438,12383654874,0.48045,12911111181,0.29928,14753067240,0.72389,6213758712,0.30116,1256580645,0.58343,1123700916,0.24189,9836612457,0.55631,8877450963,0.24325,300528858,0.60538,307766304,0.43965,698038290,0.69077,680602488,0.57162,6710265744,0.69088,6204018771,0.57613
9538349121,0.55558,7844866416,0.37269,9389602000,0.52437,4400017971,0.3701,8731153953,0.28683,11488345830,0.2338,19579723785,0.61218,15051577068,0.36431,12384792144,0.48052,12919989903,0.29914,14761277127,0.72362,6215229648,0.30111,1256709903,0.58343,1123701918,0.24192,9837346923,0.55638,8877585732,0.24328,300580962,0.60536,307907586,0.43954,698364942,0.69053,680951184,0.57142,6711032775,0.69091,6205039809,0.57616
9540541497,0.55558,7845731643,0.37272,9391034000,0.52438,4400236908,0.37013,8732763165,0.28682,11488369377,0.23382,19585050918,0.61209,15060286953,0.36421,12389061165,0.48044,12921359136,0.29916,14763372309,0.72372,6218716107,0.301,1256814111,0.58345,1123930374,0.2419,9837810849,0.55643,8878158375,0.2433,300609018,0.60536,307950171,0.43955,698419551,0.69056,681044871,0.57141,6715113921,0.69064,6205139508,0.57624
9541053018,0.55567,7847093862,0.37271,9394095000,0.5243,4401749928,0.37007,8733718071,0.28684,11488394427,0.23386,19585249815,0.61227,15060709296,0.3643,12389528598,0.48055,12926024949,0.29911,14765002563,0.72377,6218898972,0.30102,1257344169,0.58333,1124094201,0.2419,9839368458,0.55644,8878261080,0.24334,300632064,0.60539,307967205,0.43959,698504721,0.69053,681219720,0.57134,6715323339,0.69079,6205765257,0.57627
9543774450,0.55561,7847272218,0.37275,9395407000,0.52431,4402057041,0.37011,8735566761,0.28681,11494988088,0.23377,19588884069,0.6123,15062256885,0.36437,12389853747,0.48066,12935174712,0.29896,14776552116,0.72343,6220068306,0.301,1257469920,0.58347,1124143800,0.24194,9841363941,0.55644,8878728012,0.24337,300690681,0.6054,307979229,0.43967,698649510,0.69048,681339960,0.57129,6715827846,0.69085,6205898022,0.57635
9548404191,0.55544,7854107361,0.37251,9398642500,0.52422,4402064556,0.37016,8735759646,0.28687,11498847291,0.23373,19589412123,0.61237,15072456744,0.36423,12391051638,0.48067,12938052456,0.29896,14780851197,0.72336,6222313287,0.30094,1257505992,0.58364,1124315643,0.24198,9841714641,0.5565,8878999554,0.2434,300708216,0.60546,308023818,0.43968,698856924,0.69038,681484749,0.57124,6715902495,0.69095,6206130987,0.57644
9551074020,0.55538,7857616866,0.37245,9403468500,0.52409,4402553532,0.37019,8735932992,0.28689,11503101282,0.23368,19590857508,0.61238,15077843496,0.36423,12393132792,0.48073,12938977302,0.29902,14784436854,0.72336,6222904968,0.30094,1257592164,0.58373,1124625261,0.24196,9844921041,0.55644,8882829699,0.24336,300722244,0.6055,308119008,0.43963,698954118,0.69036,681560400,0.57121,6716035761,0.69103,6207103428,0.57643
9551086044,0.55548,7857647427,0.37249,9405508500,0.52404,4404270459,0.37011,8737031685,0.28693,11504820714,0.23369,19592855997,0.61238,15078393093,0.3643,12394605231,0.48078,12940392627,0.29905,14786412297,0.72338,6224860371,0.30089,1257694368,0.58387,1125374757,0.24188,9846525744,0.55643,8884934400,0.24334,300842484,0.60531,308124018,0.43972,699071853,0.69034,681585450,0.57124,6716799285,0.69111,6209536284,0.57631
9551492355,0.55554,7858987101,0.3725,9406187000,0.52408,4404676770,0.37013,8737146915,0.28694,11504994561,0.23375,19592931147,0.61249,15081359013,0.36429,12400882761,0.48066,12941302944,0.29908,14787746961,0.72375,6224940531,0.30092,1257846672,0.58392,1125494997,0.24189,9847746180,0.55651,8885297625,0.24336,300843486,0.6054,308172615,0.43972,699155019,0.69034,681682644,0.5712,6716971629,0.6912,6209980170,0.57636
9558367578,0.55524,7859403933,0.37255,9407856500,0.52406,4405305525,0.37016,8737679979,0.28698,11508999054,0.23382,19593469722,0.61263,15081488772,0.36435,12402511011,0.48069,12947196708,0.299,14790595647,0.72374,6227191023,0.30085,1257926331,0.584,1126178361,0.24183,9848076339,0.55659,8885533596,0.24338,301065429,0.60506,308299869,0.43963,699645999,0.68998,681814407,0.57113,6717066318,0.69131,6210240189,0.57643
9558857556,0.55531,7859466558,0.37259,9409162500,0.52411,4405317048,0.37021,8738307231,0.28701,11509590735,0.23385,19599368496,0.61256,15086114505,0.36434,12406199373,0.48061,12954287361,0.2989,14797025982,0.72357,6228369876,0.30085,1257926832,0.58407,1126487478,0.24182,9851189553,0.55647,8885551632,0.24342,301105509,0.60508,308530329,0.43937,699645999,0.69003,681854487,0.57114,6717747177,0.69138,6210754215,0.57647
9560201739,0.55534,7860183990,0.37261,9409516000,0.52416,4406402715,0.37019,8739317247,0.28702,11512921383,0.23385,19599525810,0.61267,15087018309,0.36442,12406334643,0.48069,12954399585,0.29894,14799905229,0.72352,6228789714,0.30088,1257929337,0.58417,1126519542,0.24187,9851916504,0.55653,8885783094,0.24344,301218234,0.60497,308561391,0.4394,699712632,0.69008,681861000,0.57117,6718207596,0.69148,6211862928,0.57644
9563176677,0.55523,7861469055,0.37259,9412680000,0.52409,4406476863,0.37024,8741216538,0.287,11517132288,0.23379,19601078409,0.61267,15089072409,0.36448,12408533532,0.48065,12954783351,0.29898,14803104114,0.72352,6229778187,0.30085,1257990459,0.58433,1126863729,0.24185,9854815791,0.55644,8885851230,0.24346,301280358,0.60494,308629026,0.43937,699906018,0.69001,681924126,0.57116,6720565302,0.69138,6211896495,0.57653
9563300925,0.55533,7864534173,0.37253,9417057000,0.52392,4408458318,0.37013,8741684472,0.28706,11520129771,0.23376,19601597946,0.61275,15104034273,0.36424,12409127217,0.48074,12962239734,0.29888,14807249889,0.7234,6230703534,0.30082,1257992463,0.5844,1126907316,0.24189,9856642437,0.55646,8887276074,0.24346,301440678,0.60472,308659587,0.43941,699935076,0.69006,681990759,0.57112,6722677518,0.69128,6216717618,0.57621
9564002826,0.55537,7871430438,0.37229,9418138000,0.52395,4408762926,0.37017,8742239580,0.28708,11520774057,0.23379,19604833404,0.61276,15105731661,0.36433,12409892244,0.48079,12963244239,0.2989,14809686252,0.7235,6231768660,0.30083,1258285548,0.58436,1126962927,0.2419,9858161970,0.55645,8887486995,0.24349,301443183,0.60485,308767803,0.43932,700195596,0.68989,681997773,0.57112,6723296253,0.69137,6217220121,0.57625
9564771861,0.55543,7871540658,0.37233,9419636500,0.52394,4410637167,0.37011,8746130847,0.28699,11528585649,0.23367,19611925059,0.61262,15111067311,0.36427,12413235918,0.48071,12964078905,0.2989,14810102583,0.72358,6236671446,0.30066,1258776528,0.5842,1127140281,0.24191,9858190026,0.55654,8887699419,0.24352,301499796,0.60482,308810388,0.43935,700213131,0.68993,682097973,0.57106,6724035228,0.69143,6219210594,0.57617
9565967247,0.55545,7873413396,0.37232,9419661500,0.52404,4412501889,0.37003,8746531647,0.28702,11530933836,0.23368,19616168529,0.61265,15112849869,0.36431,12435598053,0.47996,12967677588,0.29887,14812320009,0.72354,6239113821,0.30058,1258906287,0.58421,1127209419,0.24191,9858731607,0.55661,8889415344,0.24352,301729254,0.60444,308931129,0.43928,700608420,0.68973,682186650,0.57105,6724237131,0.69147,6220761690,0.57612
9568853007,0.55544,7875116796,0.37231,9422387500,0.52404,4414061001,0.36997,8746822728,0.28712,11531030028,0.23372,19618063311,0.61275,15113454576,0.36437,12435740337,0.48006,12968490210,0.29888,14813394654,0.72362,6239624841,0.3006,1259242959,0.58415,1127285571,0.24193,9858790224,0.55672,8891269545,0.24351,301766829,0.6045,308938143,0.43933,700608420,0.6896,682212702,0.57105,6724948050,0.69161,6220938543,0.57619
9569409618,0.55556,7875364791,0.37238,9423150000,0.52412,4415971314,0.36989,8749678428,0.28706,11536836618,0.23366,19623621906,0.61276,15114887436,0.36449,12437757363,0.4801,12970052328,0.29888,14814574008,0.72374,6242873325,0.3005,1259665803,0.58404,1127699898,0.24188,9860892921,0.55666,8892118740,0.24354,301787871,0.60454,308987241,0.43931,700812828,0.68968,682365006,0.57096,6725224602,0.69174,6221688540,0.57626
9570219735,0.55558,7877830713,0.37233,9424989500,0.52411,4415978328,0.36996,8750005080,0.28712,11538759456,0.23365,19624311282,0.61294,15116574303,0.36455,12439079502,0.48012,12973578867,0.29885,14818838019,0.72359,6243729534,0.30049,1259795562,0.58406,1127860218,0.24188,9863061750,0.55662,8892419841,0.24358,301794885,0.60464,309046860,0.43932,700841385,0.68974,682471719,0.57091,6726358365,0.69173,6223499154,0.57618
9572115018,0.55559,7878352254,0.3724,9428054000,0.52405,4416493857,0.36997,8750680929,0.28712,11539798530,0.2337,19630098333,0.61288,15117092337,0.36466,12439677195,0.48017,12975798798,0.29885,14822058948,0.72373,6244225524,0.30051,1259887746,0.58416,1128014526,0.24189,9866916945,0.5565,8893286070,0.24359,301873041,0.60461,309081429,0.43936,701054811,0.68959,682477731,0.57095,6726722091,0.6918,6224842335,0.57618
9573797376,0.55555,7880311665,0.37238,9429081000,0.5241,4417766397,0.36995,8751085236,0.28713,11540702835,0.23371,19638162429,0.61278,15121884402,0.36463,12440645628,0.48021,12978028749,0.29887,14830801899,0.72346,6244386846,0.30053,1260145260,0.5842,1128138774,0.2419,9874429440,0.55612,8893493484,0.24363,301881558,0.60467,309127521,0.43937,701096895,0.68963,682572921,0.57091,6727194534,0.69185,6225067785,0.57627
9576302877,0.55548,7882895823,0.37235,9431394500,0.5241,4419256872,0.36988,8754677907,0.28709,11542003431,0.23373,19639071744,0.61291,15123431991,0.3647,12443615556,0.4802,12978851892,0.29889,14832625539,0.72346,6244698468,0.30055,1260326121,0.58419,1128206409,0.24191,9874472526,0.5562,8894012019,0.24365,301927149,0.6047,309186138,0.43936,701177055,0.68962,682598472,0.5709,6727888419,0.69206,6225835818,0.57628
9576369009,0.55556,7885879278,0.37228,9431802500,0.52413,4420146648,0.36986,8755889826,0.28707,11543670258,0.23375,19641494580,0.61296,15133232553,0.36457,12447520851,0.48015,12978947082,0.29892,14834055894,0.72351,6244820712,0.30059,1260449868,0.58423,1128333162,0.24195,9874900881,0.55629,8894250996,0.24367,301930656,0.60484,309302871,0.43925,701319840,0.68955,682748271,0.57081,6728281203,0.69214,6228245127,0.57621
9576931131,0.55561,7886902821,0.37233,9433103500,0.52415,4422430707,0.36973,8760918363,0.28697,11546265939,0.23373,19657791609,0.61264,15134795673,0.36463,12450971238,0.48015,12980440563,0.29893,14835964203,0.72358,6246388341,0.30054,1260593655,0.58432,1128371739,0.24196,9881035626,0.55605,8895468927,0.24368,301937169,0.6049,309328422,0.43927,701374950,0.68957,682882539,0.57074,6728724588,0.69225,6229015164,0.57621
9576974217,0.55572,7887904821,0.37236,9433250000,0.52428,4422612570,0.3698,8764729470,0.28689,11547840081,0.23373,19664775549,0.61251,15137182437,0.36465,12455814906,0.48003,12982106889,0.29893,14837057886,0.72361,6248497050,0.30047,1260847161,0.58432,1128413322,0.24199,9881372799,0.55615,8896983951,0.24367,301967229,0.6049,309352470,0.43932,701466633,0.68956,682885044,0.57076,6730576785,0.69218,6231147921,0.57612
9578590944,0.55573,7890881763,0.37228,9435932000,0.52425,4422854553,0.36983,8767569639,0.28686,11549238873,0.23374,19665097692,0.61261,15137613798,0.36473,12467872974,0.47968,12982960092,0.29896,14852856420,0.723,6250104258,0.30043,1261175316,0.58423,1129135764,0.24189,9881869290,0.55622,8898720417,0.24366,301982259,0.60496,309427620,0.43931,701633967,0.68948,682914603,0.57078,6734750115,0.69186,6234835782,0.5759
9580216689,0.55578,7891105209,0.37233,9436529500,0.52435,4424434707,0.36978,8767644789,0.28692,11550598086,0.23376,19666929348,0.61262,15137787645,0.3648,12470644506,0.4797,12984131430,0.29898,14853098904,0.72319,6252466473,0.30035,1261454373,0.58418,1129315623,0.24191,9883028604,0.55622,8899131237,0.24368,302027349,0.60494,309470205,0.4393,701661522,0.68957,683120514,0.57064,6735318750,0.69192,6235450509,0.57592
9581566383,0.55581,7892592177,0.37232,9438825000,0.52429,4425164163,0.36978,8767861221,0.28694,11553357093,0.23377,19681442316,0.61223,15142497045,0.36474,12473598903,0.47966,12984995655,0.29903,14855725647,0.72317,6254688909,0.30029,1261678320,0.58416,1129367727,0.24193,9885061161,0.55615,8901566598,0.24365,302069433,0.60498,309516297,0.43934,701684067,0.68967,683227227,0.57059,6737547699,0.69188,6237588276,0.57582
9581940630,0.55586,7892877747,0.37236,9440115500,0.52426,4427229285,0.36971,8768405307,0.28704,11556736839,0.23375,19691990370,0.61198,15143046141,0.36484,12474907515,0.47969,12989965074,0.29896,14858352390,0.72323,6255207945,0.30032,1261838139,0.58418,1129442376,0.24196,9885319677,0.55621,8902077618,0.24367,302107509,0.60503,309521808,0.43939,701744187,0.6897,683297367,0.57059,6739497591,0.69178,6237614829,0.57589
9584555850,0.55582,7897587147,0.37227,9441253000,0.52429,4427417661,0.36976,8768499996,0.28712,11561753352,0.23371,19692359106,0.61209,15145449438,0.36489,12476129454,0.47974,12995170464,0.29889,14858541768,0.72341,6256139805,0.3003,1262748957,0.58392,1129578147,0.24198,9885341220,0.55629,8902586133,0.24369,302107509,0.60513,309557379,0.43939,701899497,0.68961,683368509,0.57057,6739664925,0.69189,6237673446,0.57596
9585262260,0.55592,7900066095,0.37224,9448647500,0.52396,4428163149,0.36977,8770427343,0.28715,11563575489,0.2337,19693597578,0.61219,15147795120,0.36494,12478537761,0.47979,13003605801,0.29875,14859739158,0.72342,6256670364,0.30031,1262801562,0.584,1129730451,0.24199,9887419368,0.55628,8903331120,0.24371,302161116,0.60508,309577419,0.43945,702053304,0.68956,683414601,0.57055,6741021633,0.69194,6238925445,0.57592
9587724675,0.55587,7901154768,0.37228,9450189500,0.52398,4428401625,0.36981,8773856187,0.28708,11566869063,0.23368,19694885148,0.6123,15148216461,0.365,12480052785,0.47984,13009163895,0.29869,14863821306,0.72333,6259376766,0.30022,1262855670,0.58409,1129895280,0.242,9890955426,0.55615,8904855663,0.24371,302163120,0.60517,309707679,0.43933,702130458,0.68954,683424120,0.5706,6744885345,0.69165,6239703498,0.57596
9588190104,0.55598,7902081618,0.37231,9450596500,0.52404,4430710734,0.36974,8774070615,0.28714,11568934686,0.2337,19698095055,0.61227,15151543101,0.365,12481793760,0.47986,13009583232,0.29873,14869035714,0.72322,6259544601,0.30025,1262881221,0.58423,1130047584,0.24205,9891626265,0.55621,8904966885,0.24374,302165625,0.60531,309743751,0.43934,702612420,0.68915,683449671,0.57059,6745094763,0.6918,6240756099,0.57598
9588620463,0.55609,7905014973,0.37224,9453849500,0.52402,4432515336,0.36963,8781438822,0.28695,11570191194,0.23375,19699140642,0.61239,15164045055,0.3648,12486145446,0.47982,13009747059,0.29876,14871464562,0.72323,6259573158,0.30028,1263666288,0.58396,1130382753,0.24201,9894345192,0.55618,8906649744,0.24374,302238270,0.60523,309820905,0.4393,702622440,0.6892,683517807,0.57058,6745570713,0.69193,6241045176,0.57608
9590058834,0.55615,7905554550,0.37226,9457268000,0.52393,4432730766,0.36966,8782719879,0.28696,11575596984,0.23367,19701269391,0.61243,15168545538,0.36477,12486225105,0.47989,13010569200,0.2988,14872674477,0.72329,6259598709,0.3003,1263760476,0.58401,1130619225,0.242,9895071642,0.55624,8908331601,0.24373,302378550,0.60504,309878520,0.43929,702644985,0.68927,683564400,0.57058,6745966503,0.69207,6241553691,0.5765
9591793797,0.55614,7906607652,0.37228,9457581000,0.524,4433773848,0.36964,8783362161,0.28703,11577717216,0.23367,19704969777,0.61245,15177402717,0.36465,12488924493,0.47989,13011622803,0.29881,14873077782,0.72336,6264816624,0.30012,1263789534,0.58411,1130807100,0.24199,9898358703,0.55611,8910511953,0.24371,302477748,0.60499,309878520,0.43937,702954102,0.68904,683578929,0.57058,6747037140,0.69211,6242178939,0.57653
9594370440,0.55608,7907421777,0.3723,9467292000,0.52355,4434376551,0.36967,8787548517,0.28696,11578396071,0.2337,19707666660,0.61244,15178581069,0.36468,12492929988,0.47981,13012199454,0.29883,14875582281,0.72338,6267286554,0.30004,1264335624,0.58392,1131138762,0.24199,9899925330,0.55612,8911870665,0.24372,302479251,0.60508,309933129,0.43936,702970134,0.68911,683670612,0.57054,6748017597,0.69215,6242465511,0.5766
9595444083,0.55611,7911722361,0.37218,9472714000,0.5233,4434901599,0.36969,8789105625,0.28695,11579934642,0.23371,19709895609,0.61248,15180242385,0.36472,12493001130,0.47987,13013569689,0.29883,14879588778,0.72333,6267479439,0.30006,1264569090,0.58391,1131162810,0.24203,9900267012,0.55616,8914997907,0.24368,302479752,0.60517,309940644,0.43942,703054803,0.6891,683732235,0.57054,6748188939,0.69222,6244095264,0.57653
9597711609,0.55611,7912750914,0.37218,9474277000,0.52333,4435082961,0.36974,8789796003,0.28701,11581642050,0.23371,19715559915,0.61246,15180909717,0.36479,12493312251,0.47992,13014329706,0.29887,14880211020,0.72344,6267566112,0.30008,1265201853,0.58372,1132011003,0.24191,9902090151,0.55617,8915309028,0.24371,302494281,0.60523,310136034,0.43923,703060815,0.68921,683743758,0.57055,6748647354,0.69229,6244502076,0.57662
9600426027,0.55606,7913972352,0.3722,9474342500,0.52344,4435355505,0.36978,8792412225,0.28694,11582219703,0.23373,19716482256,0.61254,15184719822,0.36478,12495181983,0.47994,13016210460,0.29885,14880342282,0.72367,6267945870,0.30009,1265226402,0.58375,1132042065,0.24192,9907608666,0.55594,8917721343,0.24369,302506305,0.60532,310156074,0.43928,703089873,0.68925,683798868,0.57054,6749738532,0.69231,6246648360,0.57656
9601179030,0.5561,7916126151,0.37215,9475626500,0.52346,4436094480,0.36977,8795269929,0.28694,11584866486,0.23371,19720566408,0.61259,15187300473,0.36479,12500113326,0.4798,13017370776,0.29886,14882961510,0.72365,6268450878,0.30011,1265593635,0.58376,1132434849,0.24187,9907764477,0.556,8919854601,0.24368,302572437,0.60532,310157577,0.43938,703168530,0.68927,683940150,0.57046,6751455459,0.69222,6248052663,0.57654
9601499670,0.55615,7922449272,0.37192,9476239000,0.52352,4437485757,0.36973,8795571531,0.28697,11586600948,0.23383,19720883040,0.61274,15189081027,0.36481,12507912894,0.47962,13017836205,0.2989,14883163914,0.72375,6268806588,0.30011,1265745438,0.58381,1132541562,0.24187,9907868184,0.55607,8922565011,0.24366,302588970,0.60538,310183629,0.43939,703211616,0.68929,683978226,0.57045,6752872788,0.69217,6248490036,0.57657
9602832831,0.55622,7922964801,0.37197,9476927000,0.52356,4438171626,0.36974,8797164711,0.28698,11586647040,0.23385,19723099965,0.61277,15196253343,0.36472,12509768097,0.47961,13019249526,0.29891,14884423428,0.72384,6273253965,0.29996,1265764977,0.58385,1132777533,0.24187,9908720886,0.5561,8922846072,0.24369,302631054,0.6054,310200162,0.43945,703274241,0.68932,683996763,0.57048,6760003521,0.69158,6248536128,0.57661
9608744631,0.55599,7927101558,0.37186,9477724000,0.52359,4438701183,0.36978,8797324029,0.28704,11588984205,0.23384,19724177616,0.61285,15197610051,0.36476,12510072705,0.47971,13019914854,0.29893,14888246058,0.72388,6275150250,0.29992,1265854155,0.58393,1132789056,0.2419,9909385212,0.55616,8929575003,0.24356,302636565,0.60547,310357476,0.43931,703360413,0.68937,684047364,0.57045,6760078671,0.69171,6248787129,0.57669
9609179499,0.55605,7927691235,0.3719,9478515500,0.52364,4439507292,0.36977,8797345071,0.28707,11589518772,0.23386,19726772796,0.61292,15201575967,0.36475,12512176404,0.47972,13021473465,0.29894,14890977009,0.72383,6275613675,0.29992,1266085116,0.5839,1132976430,0.24191,9911104143,0.55614,8929622598,0.2436,302721234,0.60537,310382526,0.43937,703396485,0.68942,684071412,0.57045,6760355223,0.69181,6249433419,0.57671
9611184000,0.55611,7928145642,0.37196,9478765000,0.52372,4441410591,0.36968,8797936251,0.28711,11592621465,0.23385,19731552336,0.61291,15204161127,0.36475,12524130765,0.47938,13024091691,0.29891,14892709968,0.72385,6275698344,0.29994,1266868680,0.58372,1133012502,0.24195,9911164263,0.55619,8929695744,0.24364,302726244,0.60542,310446153,0.43937,703418529,0.68946,684075420,0.57048,6760967445,0.69184,6250363275,0.57672
9612317763,0.55619,7928155662,0.37205,9479640000,0.52376,4441964196,0.36973,8798574024,0.28712,11593637994,0.23386,19734294309,0.61288,15206946186,0.36476,12524283570,0.47947,13026663825,0.29889,14892858765,0.72403,6276430305,0.29993,1266962868,0.58376,1133029035,0.24199,9915285990,0.55609,8929884621,0.24368,302746284,0.60549,310482225,0.4394,703515723,0.68945,684522312,0.57017,6768359700,0.6912,6251251548,0.57678
9616343799,0.55609,7929240327,0.37206,9482820000,0.52365,4442944653,0.36973,8798602080,0.28717,11595151515,0.23386,19735677570,0.61294,15211526829,0.36473,12524334672,0.47956,13028473437,0.29889,14895588213,0.72402,6278605647,0.29985,1267007457,0.58392,1133625726,0.24191,9915392202,0.55619,8930402154,0.24369,302750292,0.60558,310493748,0.43944,703881453,0.68915,684551871,0.57017,6769899273,0.69116,6253439916,0.57666
9617795196,0.55614,7929494334,0.3721,9483559500,0.52371,4444735728,0.36966,8799862095,0.28719,11595250212,0.23389,19736897004,0.61305,15215483226,0.36471,12526428351,0.47959,13029734955,0.2989,14897889807,0.72404,6278985405,0.29987,1267095132,0.58399,1133715906,0.24195,9917690790,0.55617,8931472791,0.24371,302899590,0.60537,310542345,0.43944,704020230,0.68911,684606981,0.57015,6770449872,0.69123,6254312157,0.57664
