TAESDHPI,AESDHPI,TAESEHPI,AESEHPI,TCRCHPI,CRCHPI,TDIJKHPI,DIJKHPI,TFFTHPI,FFTHPI,TMXMHPI,MXMHPI,TQSORTHPI,QSORTHPI,TSSEARCHHPI,SSEARCHHPI,TSUSANCHPI,SUSANCHPI,TSUSANEHPI,SUSANEHPI,TSUSANSHPI,SUSANSHPI
3312577431,0.56516,3122993019,0.53134,4652726880,0.30574,6647167800,0.53592,7113343791,0.4508,3909689772,0.55511,7289437776,0.66483,653217327,0.5854,214467579,0.48237,321325368,0.6847,2739075717,0.70389
3312842460,0.56539,3124309647,0.53143,4654159740,0.30573,6650254461,0.53625,7115095788,0.45087,3910453797,0.55599,7312702713,0.66307,654542973,0.58461,214615374,0.48227,321600417,0.68456,2740143849,0.7041
3313263801,0.56555,3130030566,0.53072,4654592604,0.30575,6654748431,0.53622,7116135864,0.45108,3913968813,0.55568,7337267745,0.66125,655696776,0.58372,214641426,0.4824,321666048,0.68472,2740803165,0.7042
3313871013,0.56586,3134042073,0.53039,4655079576,0.30587,6655994919,0.53658,7127915877,0.45056,3917762886,0.55547,7353215577,0.66081,655771425,0.58421,214669983,0.4825,321932580,0.68465,2742544641,0.70443
3315716196,0.56579,3137157792,0.53024,4655268954,0.30613,6658714347,0.53667,7130362260,0.4506,3918246351,0.5557,7360725567,0.66087,656075031,0.58428,214804251,0.48244,321957129,0.68504,2743409868,0.70459
3316093950,0.56604,3139869705,0.53008,4660400196,0.30609,6658922262,0.53697,7132968462,0.45071,3927851523,0.55541,7369720521,0.66056,656857092,0.58374,214825794,0.48262,321975165,0.68551,2743896339,0.7047
3320554854,0.56543,3145077600,0.52941,4661993877,0.30622,6668796471,0.53644,7139010021,0.45066,3928452723,0.55547,7378160868,0.66034,656859597,0.58428,214853349,0.48268,321991698,0.68569,2746254045,0.7046
3328522257,0.56444,3146353647,0.52964,4663052490,0.30628,6672959280,0.53635,7141717926,0.45079,3931064436,0.55526,7382410851,0.6603,656895168,0.5844,214864872,0.48299,321999714,0.68605,2747662857,0.70473
3328573359,0.56473,3146375190,0.52989,4670986326,0.30598,6673355571,0.53662,7141996482,0.45098,3931404114,0.55529,7388350707,0.66028,657717309,0.5839,214904952,0.48308,322202118,0.68589,2750865750,0.7045
3330436578,0.56463,3151841601,0.52917,4673882607,0.30587,6673754868,0.5368,7145587650,0.45092,3932584470,0.55531,7396591155,0.6599,658488348,0.58346,214976595,0.48312,322210134,0.68632,2751222963,0.70505
3331591383,0.56478,3154612131,0.52899,4674998334,0.30606,6680274381,0.53664,7152686820,0.45071,3935317926,0.55513,7403987919,0.65985,658502877,0.58407,215064270,0.48315,322281276,0.68651,2751436389,0.70535
3335269224,0.56448,3154774956,0.52929,4679397114,0.30605,6687838980,0.53642,7159758936,0.45047,3935870529,0.55528,7405728894,0.66011,659126622,0.58373,215131404,0.48316,322381977,0.68665,2753569647,0.70566
3339501171,0.56396,3155464833,0.52939,4680628572,0.30619,6688824948,0.53655,7165917228,0.45036,3937431645,0.5552,7406700333,0.66032,659251371,0.58389,215269179,0.48305,322712136,0.68647,2758828644,0.70472
3343554762,0.56361,3157199796,0.52939,4681980270,0.30616,6697560885,0.53604,7167417222,0.45058,3938262303,0.55542,7412306523,0.66057,659285940,0.58404,215410962,0.48309,323119449,0.68585,2761623222,0.70469
3349557744,0.56282,3157762419,0.52955,4687886058,0.30587,6702689622,0.53594,7177505358,0.45012,3940221714,0.5554,7427335020,0.65963,659303475,0.58441,215466072,0.48334,323160030,0.68608,2763704877,0.70452
3349671972,0.56299,3157859613,0.52998,4691282838,0.30583,6707627478,0.53599,7184945709,0.44991,3943845447,0.55553,7435593003,0.65917,659973813,0.58405,215660961,0.48304,323247204,0.68622,2765581122,0.70442
3349681491,0.56325,3157999893,0.53022,4691787345,0.30592,6708199119,0.53632,7185787389,0.4502,3945668085,0.55656,7438528863,0.65933,661627614,0.58294,215706051,0.48315,323398005,0.68628,2766360177,0.70474
3350332791,0.56351,3158281455,0.53056,4692807882,0.30605,6712608921,0.53621,7190436168,0.45006,3945952152,0.55676,7447078428,0.65915,662439234,0.58251,215931501,0.48277,323456121,0.68639,2767014984,0.7049
3350661948,0.56379,3162864603,0.5301,4692940146,0.30634,6712815834,0.53652,7193291367,0.45009,3950301333,0.55638,7451042340,0.65934,662843541,0.58235,215960559,0.48302,323575860,0.68652,2767142739,0.70523
3350702028,0.56417,3164022414,0.53012,4693695654,0.30638,6713400501,0.53682,7193906595,0.45044,3953659035,0.55698,7453669584,0.6596,663702756,0.58205,216064767,0.48313,323657523,0.6866,2767232418,0.70558
3351746613,0.56455,3166699257,0.52995,4698352449,0.3063,6714572841,0.53706,7195193163,0.45055,3954767247,0.55698,7454792325,0.65972,664108065,0.5821,216114366,0.4832,323666040,0.68697,2768434818,0.70568
3358371336,0.56369,3166932222,0.53014,4702446621,0.30632,6732296718,0.53615,7197508284,0.45053,3955139490,0.55708,7457811351,0.66011,664384116,0.58214,216133905,0.48334,323713134,0.68732,2772126687,0.70507
3361122828,0.56348,3167228814,0.53046,4703264754,0.30637,6737781666,0.53601,7197912090,0.45071,3955713636,0.55722,7461190596,0.66002,664482813,0.58238,216365367,0.48308,323767743,0.6876,2772364662,0.70546
3361367316,0.5638,3167856066,0.53056,4707388485,0.30634,6740826744,0.53611,7200492240,0.45079,3956392491,0.55737,7462356423,0.66073,664811970,0.58244,216422982,0.48318,323797803,0.68788,2773767462,0.70563
3364612794,0.56373,3168482817,0.53089,4709029761,0.30637,6741135360,0.53636,7200556869,0.45097,3956603412,0.55759,7464518739,0.66082,665113572,0.58252,216466569,0.48341,324337380,0.68698,2775289500,0.70586
3365941947,0.56378,3168930711,0.53114,4712215620,0.3063,6741139869,0.53663,7201377006,0.45108,3956854914,0.55774,7466624442,0.66098,665584011,0.58252,216474585,0.48362,324438081,0.68718,2775771462,0.70623
3373014063,0.56293,3173233299,0.53071,4712648484,0.3064,6744123825,0.53677,7201659069,0.4513,3960156504,0.55761,7472095362,0.66121,665607558,0.58275,216497130,0.48379,324517740,0.68731,2780403708,0.70543
3373776084,0.56301,3174172173,0.53088,4717974615,0.30633,6749381319,0.53661,7211304321,0.45096,3965864397,0.55723,7476919992,0.66118,666866571,0.58199,216508653,0.48396,324525255,0.6876,2785422726,0.70463
3374345721,0.56325,3179032875,0.53037,4722014178,0.30618,6760158330,0.53611,7219920018,0.4506,3965998665,0.5584,7479778197,0.66133,666981300,0.58208,216510657,0.48413,324585876,0.68773,2787965802,0.70448
3375112251,0.56339,3179770848,0.53051,4722555759,0.30633,6767666817,0.53576,7220426529,0.45092,3966089346,0.55858,7481188512,0.66165,668859048,0.5806,216584304,0.48412,324701607,0.68788,2789351568,0.70442
3375781086,0.56355,3182491779,0.53023,4722797241,0.30646,6773815590,0.5356,7223216598,0.45095,3966383934,0.55877,7481376888,0.66205,669098025,0.58065,216694524,0.48416,324785775,0.68817,2789459784,0.70474
3377549115,0.56359,3183253800,0.53043,4727891910,0.30648,6774708873,0.53585,7237631370,0.45028,3966626919,0.5589,7490639376,0.66148,669176181,0.58101,216758652,0.48419,325093890,0.68784,2789602068,0.70534
3378352218,0.56383,3183543879,0.53077,4734140382,0.30624,6791087565,0.53494,7239619839,0.45032,3971769183,0.55842,7493376840,0.66207,669970767,0.58065,216858351,0.4842,325094391,0.68817,2790440241,0.70539
3378352218,0.56416,3184399587,0.53088,4734922443,0.30634,6798863085,0.53463,7240128354,0.45053,3974448030,0.55815,7499804670,0.662,670203231,0.58091,216870876,0.48442,325116435,0.68849,2793588525,0.70518
3378469452,0.5645,3185483250,0.53102,4738741065,0.30626,6801309468,0.53473,7240452000,0.45076,3976104336,0.55902,7501498050,0.66246,670409643,0.58098,216904944,0.48444,325215633,0.68883,2794928700,0.70528
3386219421,0.56347,3185782848,0.53123,4739019120,0.30634,6806471271,0.53462,7244054190,0.45067,3976579785,0.55917,7504772586,0.66267,672005328,0.5798,216920976,0.48462,325223148,0.68924,2796552441,0.70526
3389371212,0.56318,3185840463,0.53162,4740562701,0.30658,6809806428,0.53463,7245268113,0.45084,3979517148,0.55914,7505105250,0.66317,672121059,0.58002,216939012,0.4848,325385472,0.68932,2797736805,0.70526
3390810084,0.56325,3188026827,0.53149,4749342726,0.3061,6809895105,0.53495,7245515106,0.45105,3982499100,0.55982,7508942409,0.66321,672259335,0.58014,216945525,0.48498,325540782,0.68924,2797882596,0.70541
3395367180,0.56281,3190308381,0.53135,4754746512,0.30589,6813864528,0.5349,7259920860,0.45047,3988136853,0.55953,7510983984,0.66355,672823962,0.58015,216985605,0.48511,325731162,0.68915,2799115557,0.70568
3395973390,0.56291,3190897557,0.53153,4757142795,0.3059,6816338967,0.53518,7260372762,0.45069,3993555669,0.5589,7517653296,0.66369,672994302,0.5803,217019673,0.48516,325936572,0.68903,2799623070,0.70591
3396204351,0.5634,3191156574,0.5319,4764011505,0.30558,6816357504,0.53541,7261203420,0.45084,3993976008,0.55926,7522216905,0.66387,673363038,0.58056,217049232,0.48533,326025249,0.6893,2805675150,0.70475
3397827090,0.56344,3192245247,0.53202,4771406265,0.30532,6816695679,0.53569,7266562116,0.45081,3996415878,0.55924,7527008970,0.66394,673957224,0.58041,217073781,0.4855,326106912,0.68937,2806010820,0.70509
3398760954,0.56359,3193003260,0.53218,4776582096,0.30527,6818486253,0.53588,7269396273,0.45096,4001888301,0.55869,7528062072,0.66426,673977264,0.58068,217156947,0.48557,326116431,0.68958,2806840977,0.70538
3398996424,0.564,3194544837,0.53238,4778022972,0.30536,6823721703,0.53563,7273202370,0.45091,4006528563,0.5582,7533464355,0.66416,674436180,0.58055,217322778,0.48541,326304807,0.68958,2811376029,0.70469
3400953831,0.56413,3195676596,0.53244,4781062539,0.30528,6825311376,0.53577,7279991922,0.45069,4008734967,0.55801,7550437734,0.66332,674465739,0.5808,217500633,0.48532,326396991,0.68968,2812369011,0.70468
3408386166,0.56321,3198697626,0.53225,4781271456,0.30539,6828011766,0.53582,7285217352,0.4506,4009677849,0.55818,7553068485,0.66369,674572953,0.58119,217502136,0.48545,326519235,0.68975,2814868500,0.70453
3409460811,0.56344,3199697121,0.53245,4781483379,0.30552,6832347420,0.53588,7285734384,0.4509,4011728442,0.55841,7560114549,0.66362,675252810,0.58093,217555242,0.48565,326580858,0.6901,2815343949,0.70495
3412949775,0.56311,3199756239,0.53274,4783786977,0.30562,6835978167,0.53585,7293779943,0.45056,4012742967,0.55845,7561463742,0.66396,675954711,0.58063,217817265,0.48535,326636469,0.69036,2818308366,0.7044
3416254872,0.56296,3203534781,0.53247,4784620140,0.30574,6845023722,0.53559,7296107088,0.45056,4019134224,0.55773,7562118048,0.66462,675971745,0.58121,217868868,0.48549,326645487,0.69059,2819197641,0.7046
3416507376,0.56313,3203850411,0.53263,4784941281,0.30581,6855774681,0.53525,7298300967,0.45054,4020153258,0.55765,7563407622,0.66498,676301904,0.58113,217878888,0.48564,326881458,0.69046,2820239220,0.70488
3416549961,0.56344,3206917032,0.53236,4788341568,0.30578,6856358346,0.53549,7300989834,0.45055,4022210364,0.55754,7564140084,0.66538,676366533,0.58125,218115360,0.48532,326934063,0.69069,2820550341,0.70536
3420582009,0.56304,3207312321,0.53259,4790537952,0.30577,6860896404,0.53536,7302513375,0.45062,4025274480,0.55733,7568260809,0.66526,676398096,0.58162,218167965,0.48538,327088371,0.69066,2821087413,0.70579
3421032909,0.56337,3212106390,0.53217,4791553980,0.30584,6867547680,0.53526,7309740801,0.45032,4026943812,0.55849,7571130537,0.66547,676787373,0.58148,218209047,0.48538,327099894,0.69101,2825118459,0.70495
3422017875,0.56354,3213808788,0.53217,4793992848,0.30591,6870431436,0.53535,7309840500,0.45048,4028713344,0.55834,7573933131,0.66578,676951701,0.58166,218242113,0.48547,327271737,0.69097,2827131978,0.7047
3428691195,0.56287,3215799762,0.53211,4795401660,0.30595,6873803667,0.53545,7316604501,0.45023,4030079571,0.55849,7578681108,0.66617,677157111,0.58178,218303235,0.48558,327378951,0.69105,2829246198,0.7047
3430631568,0.56289,3216862884,0.53219,4796674701,0.306,6874393845,0.53583,7318950183,0.45031,4033612122,0.55816,7584986193,0.66616,679128546,0.58039,218384397,0.4856,327525744,0.6909,2832382959,0.70444
3431381064,0.56297,3217905465,0.53226,4798736817,0.30596,6876502554,0.53579,7320589956,0.45036,4036929243,0.558,7585526271,0.66669,679167624,0.58054,218437503,0.48561,327703599,0.6909,2833128447,0.70486
3436391565,0.5624,3217963581,0.53261,4803631587,0.30577,6893496975,0.53485,7326082419,0.45035,4043115090,0.55736,7593858903,0.66629,679220229,0.58093,218543214,0.48554,328406502,0.68963,2834412009,0.70506
3436397577,0.56259,3220568280,0.53243,4807557924,0.30565,6901607664,0.53473,7326476205,0.45055,4048895127,0.55763,7601621397,0.66595,679449687,0.58095,218566260,0.48568,328458105,0.68991,2834593872,0.70543
3441785832,0.56219,3221573787,0.53247,4808744292,0.30583,6903855150,0.53485,7326602457,0.4508,4049609553,0.55772,7605032706,0.66636,680555394,0.58038,218747622,0.48547,328688064,0.68974,2835209100,0.70563
3441917595,0.56252,3223043721,0.53257,4816749270,0.30549,6904200339,0.5354,7329123489,0.45109,4050237306,0.55881,7615672443,0.66587,680683650,0.58046,218784696,0.48558,328743675,0.68994,2837505183,0.70534
3445047843,0.5624,3226974567,0.53233,4817447664,0.30575,6908780481,0.53532,7329348939,0.45135,4050294420,0.55912,7622492055,0.66574,680752287,0.5808,219025677,0.48528,328808304,0.69011,2838745659,0.70558
3448450635,0.56225,3227520657,0.5324,4822008768,0.30564,6916964817,0.53507,7329750741,0.45161,4051451229,0.55908,7623794655,0.66599,680960703,0.5809,219052230,0.48541,328962111,0.69029,2838897963,0.7059
3448696626,0.56252,3228582276,0.5325,4822354959,0.30572,6917395176,0.53532,7330398534,0.45168,4055548407,0.55863,7626898851,0.66599,682045869,0.58021,219061749,0.48559,329060307,0.69041,2839677018,0.70611
3448846425,0.56282,3231393888,0.5324,4822653054,0.30587,6918044973,0.53547,7335899013,0.45159,4056058926,0.55885,7638440388,0.6653,682352481,0.5803,219149424,0.48568,329354394,0.69027,2841357372,0.70608
3450008745,0.56298,3233203500,0.53232,4823465175,0.30608,6919048977,0.53565,7338461628,0.45169,4057094493,0.55901,7642705902,0.66548,682501278,0.58045,219194013,0.48572,329566317,0.69013,2843763675,0.70566
3454471653,0.56247,3235450485,0.53209,4824879999,0.30609,6920327028,0.53577,7340527752,0.45178,4058392083,0.55905,7647568107,0.66535,682977729,0.58033,219216558,0.48589,329572329,0.69046,2848627383,0.70472
3454760730,0.56264,3237803682,0.53207,4824961161,0.30621,6921389148,0.53592,7358451027,0.45099,4060376544,0.559,7648488444,0.66583,683002278,0.58057,219225075,0.48621,329600886,0.69073,2848885398,0.70502
3457701600,0.56236,3239139348,0.5322,4832741691,0.30588,6923358078,0.53602,7358927979,0.45121,4060787364,0.55921,7650507474,0.66604,683032338,0.58091,219269664,0.48625,329734653,0.69066,2849887899,0.70523
3460736658,0.5621,3239670408,0.53253,4834719138,0.30585,6931193718,0.53567,7360422963,0.45139,4061255298,0.55949,7650671301,0.66656,683876022,0.58067,219410445,0.48606,330157998,0.69022,2852401416,0.70495
3460900986,0.56242,3241590240,0.53246,4834960119,0.30594,6936260832,0.53557,7363327260,0.45147,4061670627,0.55972,7652636724,0.66708,684101472,0.58074,219434994,0.48622,330240663,0.69043,2862301677,0.70298
3462527232,0.56255,3244993032,0.53233,4839750180,0.30576,6937971246,0.53565,7368640365,0.45147,4061992770,0.55997,7656670275,0.66751,684355980,0.5808,219502128,0.48634,330248178,0.6908,2863860288,0.70291
3462987150,0.56277,3245161368,0.53263,4840391460,0.30578,6938714229,0.53606,7370151882,0.45155,4062855492,0.56003,7667635161,0.6672,684819906,0.5807,219669963,0.4862,330491163,0.69053,2867352759,0.70238
3463578330,0.56315,3246178398,0.53268,4841295765,0.3059,6938843487,0.5362,7374074712,0.45151,4063226733,0.56022,7671585546,0.66907,685767297,0.58011,219798219,0.48614,330539760,0.69091,2867367789,0.70272
3465004677,0.56332,3246675891,0.53292,4847939025,0.3056,6939596490,0.53639,7376422398,0.45163,4064842959,0.5603,7674551967,0.66927,685878018,0.58027,219825273,0.48629,330811803,0.6907,2867476506,0.70294
3467844846,0.56334,3254955918,0.53184,4853891406,0.3055,6940585464,0.53655,7380135309,0.45161,4070155563,0.55976,7675877112,0.66971,686020803,0.58061,219833790,0.48642,330845370,0.69101,2871141822,0.70243
3469673496,0.56342,3257684364,0.5319,4856443500,0.30541,6943794369,0.53658,7382532594,0.45158,4071733713,0.55994,7680185712,0.67017,686567394,0.58051,219843810,0.48665,330988656,0.69105,2871418374,0.70259
3471658959,0.5634,3261067617,0.53158,4856585283,0.30559,6947498262,0.53656,7385108235,0.4516,4073793825,0.55978,7688567442,0.66978,686577414,0.58091,219871866,0.48679,330998676,0.69137,2872855743,0.70251
3472287714,0.56351,3262634745,0.53148,4871582718,0.30478,6949253265,0.53662,7395965907,0.45112,4073905548,0.55993,7692874539,0.6699,686999757,0.5808,219878880,0.48696,331043265,0.69181,2874272070,0.70261
3474882393,0.5635,3263532537,0.5316,4876560153,0.30472,6954152544,0.53656,7398663291,0.45115,4074238212,0.55999,7704568380,0.66918,687229716,0.5809,219925974,0.48702,331052784,0.69212,2876023065,0.70257
3476879379,0.56338,3265570605,0.53162,4877096223,0.30487,6964259217,0.53614,7401822597,0.4511,4076090910,0.5599,7706491218,0.66943,687463182,0.58097,219931485,0.48723,331081341,0.69249,2876318655,0.70275
3477526170,0.56362,3266735430,0.53166,4878025578,0.30494,6966620931,0.5363,7406670774,0.45102,4076418564,0.56104,7710655029,0.66932,687727209,0.58093,219977076,0.48732,331203585,0.69254,2876815647,0.70293
3478653921,0.56372,3267212883,0.53197,4884680862,0.30474,6967994172,0.53665,7410646209,0.4511,4078782783,0.56088,7726389435,0.66833,687788331,0.58135,220373367,0.48663,331244667,0.69287,2877159333,0.70311
3479783175,0.56379,3267809574,0.53215,4886901294,0.30478,6972120408,0.53666,7411172259,0.45129,4078925568,0.56194,7732298730,0.66814,688463679,0.58118,220388898,0.48689,331308294,0.69301,2877371256,0.70338
3482471541,0.56369,3269299548,0.53227,4889095674,0.30489,6978359862,0.53653,7419841563,0.45106,4081019748,0.5628,7738342794,0.66806,688581915,0.58139,220431984,0.48707,331514706,0.69292,2878295100,0.70356
3486296676,0.56342,3271150242,0.53228,4896597648,0.30464,6986620851,0.5362,7421245365,0.45122,4093226112,0.5613,7748902872,0.66758,688813878,0.58145,220446513,0.48717,331520217,0.69316,2878514538,0.70387
3489472014,0.56317,3274985898,0.53193,4896717387,0.30473,6988374351,0.53619,7422622614,0.4513,4094557269,0.56137,7754272590,0.66782,689294337,0.58129,220533687,0.48725,331630437,0.69334,2878682874,0.70424
3494288127,0.56266,3283554000,0.5308,4899146235,0.30476,6991500090,0.53629,7423612089,0.45144,4096561770,0.5615,7771436850,0.66661,689664576,0.58137,220635891,0.48729,331696068,0.69362,2883490971,0.7035
3494489529,0.56308,3285364614,0.5308,4904992404,0.30455,6994687953,0.53626,7427724297,0.45134,4098039219,0.56159,7777165785,0.66657,690243231,0.58118,220644408,0.48752,331723623,0.69388,2884277541,0.70378
3494762073,0.56338,3286648176,0.53098,4905831078,0.30464,6996517605,0.53651,7429516374,0.45144,4098547233,0.56181,7779430806,0.66706,690254253,0.58138,220954527,0.48702,331892460,0.69387,2884604193,0.70439
